23869-1,"Hepatitis B virus DNA [Mass/volume] (viral load) in Serum by Probe"
24113-3,"Hepatitis B virus core IgM Ab [Presence] in Serum or Plasma by Immunoassay"
29610-3,"Hepatitis B virus DNA [Presence] in Serum or Plasma by NAA with probe detection"
29615-2,"Hepatitis B virus DNA [#/volume] (viral load) in Serum or Plasma by NAA with probe detection"
29900-8,"Hepatitis B virus DNA [Mass/volume] (viral load) in Serum by Probe with signal amplification"
30937-7,"Hepatitis B virus dose count in combination vaccine"
31204-1,"Hepatitis B virus core IgM Ab [Presence] in Serum"
31844-4,"Hepatitis B virus e Ag [Presence] in Serum"
31845-1,"Hepatitis B virus e Ag [Units/volume] in Serum"
32019-2,"Hepatitis B virus surface Ab [Titer] in Serum"
32178-6,"Hepatitis B virus e Ag [Titer] in Serum"
32366-7,"Hepatitis B virus genotype [Identifier] in Serum or Plasma by NAA with probe detection"
32685-0,"Hepatitis B virus core IgG Ab [Presence] in Serum"
32686-8,"Hepatitis B virus DNA [Mass/volume] in Serum"
33463-1,"Hepatitis B virus e IgG Ab [Presence] in Serum by Immunoassay"
33629-7,"Hepatitis B virus sequencing [Identifier] in Serum by NAA with probe detection"
33633-9,"Hepatitis B virus precore TAG [Presence] in Serum by NAA with probe detection"
39005-4,"Hepatitis B virus core Ab [Presence] in Body fluid"
39006-2,"Hepatitis B virus e Ab [Presence] in Body fluid"
39007-0,"Hepatitis B virus e Ag [Presence] in Specimen"
39535-0,"Hepatitis B virus surface Ab [Presence] in Serum by Radioimmunoassay (RIA)"
40459-0,"Hepatitis B virus DNA [Log #/volume] (viral load) in Serum by Probe with signal amplification"
40725-4,"Hepatitis B virus core IgG Ab [Presence] in Serum by Immunoassay"
41151-2,"Hepatitis B virus e IgG Ab [Presence] in Serum"
42322-8,"Hepatitis B virus S+pol gene [Identifier] in Serum or Plasma by NAA with probe detection"
42504-1,"Hepatitis B virus surface Ab [Presence] in Cerebral spinal fluid"
42505-8,"Hepatitis B virus surface Ag [Presence] in Cerebral spinal fluid"
42595-9,"Hepatitis B virus DNA [Units/volume] (viral load) in Serum or Plasma by NAA with probe detection"
43279-9,"Hepatitis B Virus YMDD [Presence] in Serum or Plasma by NAA with probe detection"
45159-1,"Hepatitis B virus and Hepatitis D virus Ab [Interpretation] in Serum Narrative"
45161-7,"Hepatitis B virus DNA [Log #/volume] (viral load) in Serum or Plasma by NAA with probe detection"
47216-7,"Hepatitis B virus DNA [#/volume] (viral load) in Serum or Plasma by Probe and target amplification method detection limit = 200 copies/ml"
48070-7,"Hepatitis B virus surface IgG Ab [Presence] in Serum by Immunoassay"
48398-2,"Hepatitis B virus DNA [log units/volume] (viral load) in Serum or Plasma by NAA with probe detection"
48650-6,"Hepatitis B virus DNA [#/volume] (viral load) in Serum or Plasma by Probe and target amplification method detection limit = 500 copies/mL"
48659-7,"Deprecated Hepatitis B virus precore codon 28 [Identifier] in Serum by Probe and target amplification method"
49177-9,"Hepatitis B virus surface IgG Ab [Presence] in Serum"
49357-7,"Hepatitis B virus DNA [Units/volume] (viral load) in Cerebral spinal fluid by NAA with probe detection"
49358-5,"Hepatitis B virus DNA [Units/volume] (viral load) in Bone marrow by NAA with probe detection"
49359-3,"Hepatitis B virus DNA [Log #/volume] (viral load) in Bone marrow by NAA with probe detection"
49360-1,"Hepatitis B virus DNA [Units/volume] (viral load) in Specimen by NAA with probe detection"
49361-9,"Hepatitis B virus DNA [Log #/volume] (viral load) in Tissue by NAA with probe detection"
49362-7,"Hepatitis B virus DNA [#/volume] (viral load) in Specimen by NAA with probe detection"
49363-5,"Hepatitis B virus DNA [#/volume] (viral load) in Cerebral spinal fluid by NAA with probe detection"
49364-3,"Hepatitis B virus DNA [#/volume] (viral load) in Bone marrow by NAA with probe detection"
49365-0,"Hepatitis B virus DNA [#/volume] (viral load) in Tissue by NAA with probe detection"
49366-8,"Hepatitis B virus DNA [Log #/volume] (viral load) in Specimen by NAA with probe detection"
49367-6,"Hepatitis B virus DNA [Log #/volume] (viral load) in Cerebral spinal fluid by NAA with probe detection"
49368-4,"Hepatitis B virus DNA [Units/volume] (viral load) in Tissue by NAA with probe detection"
49495-5,"Hepatitis B virus surface Ab actual/Negative control in Serum or Plasma"
49600-0,"Hepatitis B virus DNA [log units/volume] (viral load) in Specimen by NAA with probe detection"
49601-8,"Hepatitis B virus DNA [log units/volume] (viral load) in Cerebral spinal fluid by NAA with probe detection"
49602-6,"Hepatitis B virus DNA [log units/volume] (viral load) in Bone marrow by NAA with probe detection"
49606-7,"Hepatitis B virus DNA [log units/volume] (viral load) in Tissue by NAA with probe detection"
49877-4,"Hepatitis B virus codon 173 [Identifier] by Genotype method"
49878-2,"Hepatitis B virus codon 180 [Identifier] by Genotype method"
49879-0,"Hepatitis B virus codon 181 [Identifier] by Genotype method"
49880-8,"Hepatitis B virus codon 204 [Identifier] by Genotype method"
49881-6,"Hepatitis B virus codon 236 [Identifier] by Genotype method"
49882-4,"Hepatitis B virus codon 80 [Identifier] by Genotype method"
49883-2,"Hepatitis B virus resistance panel by Genotype method"
5007-0,"Hepatitis B virus DNA [Presence] in Blood by NAA with probe detection"
5008-8,"Hepatitis B virus DNA [Presence] in Tissue by NAA with probe detection"
5009-6,"Hepatitis B virus DNA [Presence] in Specimen by NAA with probe detection"
51658-3,"Hepatitis B virus core IgM Ab [Presence] in Body fluid"
51659-1,"Hepatitis B virus surface Ag [Presence] in Body fluid"
5185-4,"Hepatitis B virus core IgM Ab [Units/volume] in Serum or Plasma by Immunoassay"
5186-2,"Hepatitis B virus core IgM Ab [Units/volume] in Serum by Radioimmunoassay (RIA)"
5187-0,"Hepatitis B virus core Ab [Units/volume] in Serum by Immunoassay"
5188-8,"Hepatitis B virus core Ab [Units/volume] in Serum by Radioimmunoassay (RIA)"
5189-6,"Hepatitis B virus e Ab [Units/volume] in Serum by Immunoassay"
5190-4,"Hepatitis B virus e Ab [Units/volume] in Serum by Radioimmunoassay (RIA)"
5191-2,"Hepatitis B virus e Ag [Units/volume] in Serum by Immunoassay"
51914-0,"Hepatitis B virus core IgG+IgM Ab [Presence] in Serum"
5192-0,"Hepatitis B virus e Ag [Presence] in Serum by Radioimmunoassay (RIA)"
5193-8,"Hepatitis B virus surface Ab [Units/volume] in Serum or Plasma by Immunoassay"
5194-6,"Hepatitis B virus surface Ab [Units/volume] in Serum by Radioimmunoassay (RIA)"
5195-3,"Hepatitis B virus surface Ag [Presence] in Serum"
5196-1,"Hepatitis B virus surface Ag [Presence] in Serum or Plasma by Immunoassay"
5197-9,"Hepatitis B virus surface Ag [Presence] in Serum by Radioimmunoassay (RIA)"
54210-0,"Hepatitis B virus basal core promoter mutation [Identifier] in Serum by NAA with probe detection"
55275-2,"Hepatitis B virus status"
58405-2,"Hepatitis B virus surface Ab Signal/Cutoff in Serum"
58452-4,"Hepatitis B virus surface Ag [Units/volume] in Serum"
61154-1,"Hepatitis B virus codon L180M [Presence] by Genotype method"
61155-8,"Hepatitis B virus codon L80V [Presence] by Genotype method"
61156-6,"Hepatitis B virus codon V173L [Presence] by Genotype method"
61157-4,"Hepatitis B virus codon M204V [Presence] by Genotype method"
61158-2,"Hepatitis B virus codon M204I [Presence] by Genotype method"
61159-0,"Hepatitis B virus codon M204S [Presence] by Genotype method"
61160-8,"Hepatitis B virus codon A181V [Presence] by Genotype method"
61161-6,"Hepatitis B virus codon A181T [Presence] by Genotype method"
61162-4,"Hepatitis B virus codon N236T [Presence] by Genotype method"
61163-2,"Hepatitis B virus codon A194T [Presence] by Genotype method"
61164-0,"Hepatitis B virus codon T184S [Presence] by Genotype method"
61165-7,"Hepatitis B virus codon T184I [Presence] by Genotype method"
61166-5,"Hepatitis B virus codon S202G [Presence] by Genotype method"
61167-3,"Hepatitis B virus codon S202C [Presence] by Genotype method"
61168-1,"Hepatitis B virus codon S202I [Presence] by Genotype method"
61169-9,"Hepatitis B virus codon I233V [Presence] by Genotype method"
61170-7,"Hepatitis B virus codon M250V [Presence] by Genotype method"
61171-5,"Hepatitis B virus codon M250I [Presence] by Genotype method"
61172-3,"Hepatitis B virus codon M250L [Presence] by Genotype method"
61173-1,"Hepatitis B virus codon L80I [Presence] by Genotype method"
63557-3,"Hepatitis B virus surface Ag [Units/volume] in Serum or Plasma by Immunoassay"
6421-2,"Hepatitis B virus rRNA [Presence] in Specimen by Probe"
65633-0,"Hepatitis B virus surface Ag [Presence] in Serum or Plasma by Confirmatory method"
70154-0,"Hepatitis B virus surface Ag in Serum or Plasma by Confirmatory method"
72840-2,"Hepatitis B virus codon 250 [Identifier] by Genotype method"
72841-0,"Hepatitis B virus codon 237 [Identifier] by Genotype method"
72842-8,"Hepatitis B virus codon 233 [Identifier] by Genotype method"
72843-6,"Hepatitis B virus codon 215 [Identifier] by Genotype method"
72844-4,"Hepatitis B virus codon 214 [Identifier] by Genotype method"
72845-1,"Hepatitis B virus codon 202 [Identifier] by Genotype method"
72846-9,"Hepatitis B virus codon 194 [Identifier] by Genotype method"
72847-7,"Hepatitis B virus codon 191 [Identifier] by Genotype method"
72848-5,"Hepatitis B virus codon 184 [Identifier] by Genotype method"
72849-3,"Hepatitis B virus codon 169 [Identifier] by Genotype method"
72850-1,"Hepatitis B virus codon 85 [Identifier] by Genotype method"
72851-9,"Hepatitis B virus codon 84 [Identifier] by Genotype method"
75378-0,"Hepatitis B virus core Ab [Presence] in Serum, Plasma or Blood by Rapid immunoassay"
75407-7,"Hepatitis B virus e Ab [Presence] in Serum, Plasma or Blood by Rapid immunoassay"
75408-5,"Hepatitis B virus e Ag [Presence] in Serum, Plasma or Blood by Rapid immunoassay"
75409-3,"Hepatitis B virus surface Ab [Presence] in Serum, Plasma or Blood by Rapid immunoassay"
75410-1,"Hepatitis B virus surface Ag [Presence] in Serum, Plasma or Blood by Rapid immunoassay"
77176-6,"Hepatitis B virus little e Ag and Ab panel - Serum"
77190-7,"Hepatitis B virus core and surface Ab and surface Ag panel - Serum"
77739-1,"Mother's Hepatitis B virus surface Ag status"
7905-3,"Hepatitis B virus surface Ag [Presence] in Serum or Plasma by Neutralization test"
83100-8,"Hepatitis B virus core IgG+IgM Ab [Presence] in Serum or Plasma by Immunoassay"
92898-6,"Hepatitis B virus core Ab and surface and little e Ab and Ag panel - Serum or Plasma"
95145-9,"Hepatitis B virus core Ab panel - Serum or Plasma"
95146-7,"Hepatitis B virus core IgM panel - Serum or Plasma"
95147-5,"Hepatitis B virus DNA panel - Serum or Plasma"
95148-3,"Hepatitis B virus surface Ag and Hepatitis B virus e Ab and Ag panel - Serum or Plasma"
95149-1,"Hepatitis B virus surface Ag panel - Serum or Plasma"
95205-1,"Hepatitis B virus surface Ab panel - Serum or Plasma"
95234-1,"Hepatitis B virus surface Ag [Interpretation] in Serum or Plasma"
95235-8,"Hepatitis B virus Ab [Interpretation] in Serum or Plasma"
95236-6,"Hepatitis B virus DNA [Interpretation] in Serum or Plasma"
97152-3,"HBc+HBe+p22cr Ag [Units/volume] in Serum or Plasma by Immunoassay"
99385-7,"Hepatitis B virus surface Ag [log units/volume] in Serum or Plasma by Immunoassay"
104714-1,"Hepatitis C virus RNA [log units/volume] in Serum or Plasma by Molecular genetics method"
104715-8,"Hepatitis C virus RNA [Presence] in Serum or Plasma by Molecular genetics method"
104721-6,"Hepatitis C virus RNA [Units/volume] in Serum or Plasma by Molecular genetics method"
104741-4,"Hepatitis C virus Ab Signal/Cutoff in Serum or Plasma"
104755-4,"Hepatitis C virus RNA [Log #/volume] in Serum or Plasma by Molecular genetics method"
10676-5,"Hepatitis C virus RNA [Units/volume] (viral load) in Serum or Plasma by Probe with amplification"
11011-4,"Hepatitis C virus RNA [Units/volume] (viral load) in Serum or Plasma by NAA with probe detection"
11076-7,"Hepatitis C virus 5-1-1 Ab [Presence] in Serum by Immunoblot"
11077-5,"Hepatitis C virus superoxide dismutase Ab [Presence] in Serum by Immunoblot"
11259-9,"Hepatitis C virus RNA [Presence] in Serum or Plasma by NAA with probe detection"
13125-0,"Deprecated Hepatitis C virus c33c Ab [Presence] in Serum by Immunoblot (IB)"
13955-0,"Hepatitis C virus Ab [Presence] in Serum or Plasma by Immunoassay"
16128-1,"Hepatitis C virus Ab [Presence] in Serum"
16129-9,"Hepatitis C virus IgG Ab [Presence] in Serum"
16936-7,"Hepatitis C virus IgG Ab [Units/volume] in Serum"
20416-4,"Hepatitis C virus RNA [#/volume] (viral load) in Serum or Plasma by NAA with probe detection"
20571-6,"Hepatitis C virus RNA [#/volume] (viral load) in Serum or Plasma by Probe with signal amplification"
22324-8,"Hepatitis C virus 100-3 Ab [Presence] in Serum"
22325-5,"Hepatitis C virus 22-3 Ab [Presence] in Serum"
22326-3,"Hepatitis C virus 5-1-1 Ab [Presence] in Serum"
22327-1,"Hepatitis C virus Ab [Units/volume] in Serum"
22328-9,"Hepatitis C virus superoxide dismutase Ab [Presence] in Serum"
22329-7,"Hepatitis C virus c33c Ab [Presence] in Serum"
23870-9,"Hepatitis C virus 100+5-1-1 Ab [Presence] in Serum by Immunoblot"
23871-7,"Hepatitis C virus NS5 Ab [Presence] in Serum by Immunoblot"
24011-9,"Hepatitis C virus Ab band pattern [Interpretation] in Serum by Immunoblot"
29609-5,"Hepatitis C virus RNA [Units/volume] (viral load) in Serum or Plasma by Probe with signal amplification"
32286-7,"Hepatitis C virus genotype [Identifier] in Serum or Plasma by NAA with probe detection"
33462-3,"Hepatitis C virus IgG Ab [Presence] in Serum by Immunoblot"
34162-8,"Hepatitis C virus IgG band pattern [Interpretation] in Serum by Immunoblot"
34703-9,"Hepatitis C virus RNA [Units/volume] (viral load) in Serum or Plasma by Probe and target amplification method detection limit = 500 IU/mL"
34704-7,"Hepatitis C virus RNA [Units/volume] (viral load) in Serum or Plasma by Probe and target amplification method detection limit = 50 iU/mL"
38180-6,"Hepatitis C virus RNA [log units/volume] (viral load) in Serum or Plasma by NAA with probe detection"
39008-8,"Hepatitis C virus Ab [Presence] in Body fluid by Immunoblot"
40726-2,"Hepatitis C virus IgG Ab [Presence] in Serum or Plasma by Immunoassay"
41996-0,"Deprecated Hepatitis C virus DNA [log units/volume] (viral load) in Serum or Plasma by Probe and signal amplification method"
42003-4,"Hepatitis C virus RNA [Log #/volume] (viral load) in Serum or Plasma by Probe with signal amplification"
42506-6,"Hepatitis C virus Ab [Presence] in Cerebral spinal fluid"
42617-1,"Hepatitis C virus RNA [log units/volume] (viral load) in Serum or Plasma by Probe with signal amplification"
44813-4,"Hepatitis C virus c22p Ab [Presence] in Serum by Immunoblot"
44831-6,"Hepatitis C virus c100p+5-1-1 Ab [Presence] in Serum"
47252-2,"Hepatitis C virus RNA [Log #/volume] (viral load) in Serum or Plasma by NAA with probe detection"
48159-8,"Hepatitis C virus Ab Signal/Cutoff in Serum or Plasma by Immunoassay"
48574-8,"Hepatitis C virus genotype [Identifier] in Blood by NAA with probe detection"
48575-5,"Hepatitis C virus genotype [Identifier] in Specimen by NAA with probe detection"
48576-3,"Hepatitis C virus RNA [Presence] in Specimen by Probe with signal amplification"
48796-7,"Hepatitis C virus FibroSURE panel - Serum or Plasma"
49369-2,"Hepatitis C virus RNA [#/volume] (viral load) in Cerebral spinal fluid by NAA with probe detection"
49370-0,"Hepatitis C virus RNA [#/volume] (viral load) in Bone marrow by NAA with probe detection"
49371-8,"Hepatitis C virus RNA [#/volume] (viral load) in Tissue by NAA with probe detection"
49372-6,"Hepatitis C virus RNA [Log #/volume] (viral load) in Specimen by NAA with probe detection"
49373-4,"Hepatitis C virus RNA [Log #/volume] (viral load) in Cerebral spinal fluid by NAA with probe detection"
49374-2,"Hepatitis C virus RNA [Log #/volume] (viral load) in Bone marrow by NAA with probe detection"
49375-9,"Hepatitis C virus RNA [Log #/volume] (viral load) in Tissue by NAA with probe detection"
49376-7,"Hepatitis C virus RNA [Units/volume] (viral load) in Specimen by NAA with probe detection"
49377-5,"Hepatitis C virus RNA [Units/volume] (viral load) in Cerebral spinal fluid by NAA with probe detection"
49378-3,"Hepatitis C virus RNA [Units/volume] (viral load) in Bone marrow by NAA with probe detection"
49379-1,"Hepatitis C virus RNA [Units/volume] (viral load) in Tissue by NAA with probe detection"
49380-9,"Hepatitis C virus RNA [#/volume] (viral load) in Specimen by NAA with probe detection"
49603-4,"Hepatitis C virus RNA [log units/volume] (viral load) in Cerebral spinal fluid by NAA with probe detection"
49604-2,"Hepatitis C virus RNA [log units/volume] (viral load) in Bone marrow by NAA with probe detection"
49605-9,"Hepatitis C virus RNA [log units/volume] (viral load) in Specimen by NAA with probe detection"
49607-5,"Hepatitis C virus genotype [Identifier] in Tissue by NAA with probe detection"
49608-3,"Hepatitis C virus RNA [log units/volume] (viral load) in Tissue by NAA with probe detection"
49758-6,"Hepatitis C virus RNA [Units/volume] (viral load) in Serum or Plasma by Probe and target amplification method detection limit = 5 iU/mL"
50023-1,"Hepatitis C virus RNA panel (viral load) in Serum or Plasma by NAA with probe detection"
5010-4,"Hepatitis C virus RNA [Presence] in Blood by NAA with probe detection"
5011-2,"Hepatitis C virus RNA [Presence] in Tissue by NAA with probe detection"
5012-0,"Hepatitis C virus RNA [Presence] in Specimen by NAA with probe detection"
51649-2,"Hepatitis C virus c100p+5-1-1 Ab [Presence] in Serum by Immunoblot"
51655-9,"Hepatitis C virus RNA [Presence] in Body fluid by NAA with probe detection"
51656-7,"Hepatitis C virus Ab Signal/Cutoff in Body fluid"
51657-5,"Hepatitis C virus Ab [Presence] in Body fluid"
51824-1,"Hepatitis C virus IgM Ab [Units/volume] in Serum by Immunoassay"
5198-7,"Hepatitis C virus Ab [Units/volume] in Serum by Immunoassay"
5199-5,"Hepatitis C virus Ab [Presence] in Serum by Immunoblot"
53376-0,"Hepatitis C virus IgM Ab [Units/volume] in Serum"
54914-7,"Hepatitis C virus core Ag [Units/volume] in Serum by Immunoassay"
55276-0,"Hepatitis C virus status"
56926-9,"Hepatitis C virus c1 Ab [Presence] in Serum by Immunoblot"
56927-7,"Hepatitis C virus c2 Ab [Presence] in Serum by Immunoblot"
56928-5,"Hepatitis C virus E2 Ab [Presence] in Serum by Immunoblot"
56929-3,"Hepatitis C virus NS3 Ab [Presence] in Serum by Immunoblot"
56930-1,"Hepatitis C virus NS4 Ab [Presence] in Serum by Immunoblot"
57006-9,"Hepatitis C virus IgG Ab [Units/volume] in Serum by Immunoassay"
6422-0,"Deprecated Hepatitis C virus rRNA"
72376-7,"Hepatitis C virus Ab [Presence] in Serum, Plasma or Blood by Rapid immunoassay"
72862-6,"Hepatitis C virus resistance panel by Genotype method"
73654-6,"Hepatitis C virus NS3 gene mutations detected [Identifier] by Genotype method"
73655-3,"Hepatitis C virus NS5 gene mutations detected [Identifier] by Genotype method"
79189-7,"Hepatitis C virus core Ag [Presence] in Serum or Plasma by Immunoassay"
81116-6,"Hepatitis C virus core Ab+Ag [Presence] in Serum"
82380-7,"Hepatitis C virus genotype 1 NS5a gene mutations detected [Identifier]"
82381-5,"Hepatitis C virus genotype 1 NS5b gene mutations detected [Identifier]"
82512-5,"Hepatitis C virus genotype 1 [Type] in Serum or Plasma by NAA with probe detection"
82513-3,"Hepatitis C virus genotype 3 [Presence] in Serum or Plasma by NAA with probe detection"
82514-1,"Hepatitis C virus genotype 3 NS5a gene mutations detected [Identifier]"
82525-7,"Hepatitis C virus genotype and drug resistance panel"
89359-4,"Hepatitis C virus IgG Ab [Presence] in Serum, Plasma or Blood by Rapid immunoassay"
92731-9,"Hepatitis C virus genotype in Serum or Plasma by Sequencing"
95206-9,"Hepatitis C virus Ab panel - Serum or Plasma"
95237-4,"Hepatitis C virus Ab [Interpretation] in Serum or Plasma"
9608-1,"Hepatitis C virus 100-3 Ab [Presence] in Serum by Immunoblot"
9609-9,"Hepatitis C virus 22-3 Ab [Presence] in Serum by Immunoblot"
9610-7,"Hepatitis C virus c33c Ab [Presence] in Serum by Immunoblot"
101288-9,"Human coronavirus 229E+HKU1+NL63+OC43 RNA [Presence] in Throat by NAA with non-probe detection"
101419-0,"Human coronavirus 229E RNA [Presence] in Respiratory system specimen by NAA with probe detection"
101420-8,"Human coronavirus HKU1 RNA [Presence] in Respiratory system specimen by NAA with probe detection"
101421-6,"Human coronavirus NL63 RNA [Presence] in Respiratory system specimen by NAA with probe detection"
101422-4,"Human coronavirus OC43 RNA [Presence] in Respiratory system specimen by NAA with probe detection"
101566-8,"Human coronavirus RNA in Specimen Document"
104712-5,"Human coronavirus NL63 RNA [Presence] in Specimen by Molecular genetics method"
104794-3,"Human coronavirus HKU1 RNA [Presence] in Specimen by Molecular genetics method"
105078-0,"Human coronavirus OC43 RNA [Presence] in Specimen"
105079-8,"Human coronavirus 229E RNA [Presence] in Specimen"
105209-1,"Human coronavirus 229E+HKU1+NL63+OC43 RNA [Presence] in Sputum by NAA with probe detection"
105430-3,"Human coronavirus OC43 RNA [Presence] in Nasopharynx by NAA with probe detection"
105431-1,"Human coronavirus NL63 RNA [Presence] in Nasopharynx by NAA with probe detection"
105432-9,"Human coronavirus HKU1 RNA [Presence] in Nasopharynx by NAA with probe detection"
105733-0,"Human coronavirus RNA [Presence] in Bronchoalveolar lavage by NAA with probe detection"
105734-8,"Human coronavirus 229E+HKU1+NL63+OC43 RNA [Presence] in Bronchoalveolar lavage by NAA with probe detection"
105735-5,"Human coronavirus NL63 RNA [Presence] in Bronchoalveolar lavage by NAA with probe detection"
105736-3,"Human coronavirus OC43 RNA [Presence] in Bronchoalveolar lavage by NAA with probe detection"
106207-4,"Human coronavirus RNA [Presence] in Bronchial specimen by NAA with probe detection"
106208-2,"Human coronavirus 229E+HKU1+NL63+OC43 RNA [Presence] in Aspirate by NAA with probe detection"
106209-0,"Human coronavirus NL63 RNA [Presence] in Bronchial specimen by NAA with probe detection"
106210-8,"Human coronavirus OC43 RNA [Presence] in Bronchial specimen by NAA with probe detection"
41000-1,"Human coronavirus RNA [Identifier] in Specimen by NAA with probe detection"
41001-9,"Human coronavirus RNA [Presence] in Specimen by NAA with probe detection"
41002-7,"Human coronavirus 229E IgG Ab [Presence] in Serum by Immunoassay"
41003-5,"Human coronavirus 229E RNA [Presence] in Specimen by NAA with probe detection"
41004-3,"Human coronavirus 229E Ag [Presence] in Specimen by Immunofluorescence"
41005-0,"Human coronavirus NL63 RNA [Presence] in Specimen by NAA with probe detection"
41006-8,"Human coronavirus NL63 IgG Ab [Presence] in Serum by Immunoassay"
41007-6,"Human coronavirus OC43 Ag [Presence] in Specimen by Immunofluorescence"
41008-4,"Human coronavirus OC43 IgG Ab [Presence] in Serum by Immunoassay"
41009-2,"Human coronavirus OC43 RNA [Presence] in Specimen by NAA with probe detection"
41013-4,"Human coronavirus 229E IgG Ab [Presence] in Serum"
41014-2,"Human coronavirus NL63 IgG Ab [Presence] in Serum"
41015-9,"Human coronavirus OC43 IgG Ab [Presence] in Serum"
41453-2,"Human coronavirus Ag [Presence] in Specimen by Immunofluorescence"
41454-0,"Human coronavirus identified in Specimen"
60265-6,"Human coronavirus RNA [Presence] in Serum or Plasma by NAA with probe detection"
62423-9,"Human coronavirus HKU1 RNA [Presence] in Specimen by NAA with probe detection"
63430-3,"Human coronavirus RNA panel - Specimen by NAA with probe detection"
77008-1,"Human coronavirus 229E+OC43 RNA [Presence] in Nasopharynx by NAA with probe detection"
82161-1,"Human coronavirus HKU1 RNA [Presence] in Nasopharynx by NAA with non-probe detection"
82162-9,"Human coronavirus NL63 RNA [Presence] in Nasopharynx by NAA with non-probe detection"
82163-7,"Human coronavirus 229E RNA [Presence] in Nasopharynx by NAA with non-probe detection"
82164-5,"Human coronavirus OC43 RNA [Presence] in Nasopharynx by NAA with non-probe detection"
88594-7,"Human coronavirus HKU1 RNA [Presence] in Lower respiratory specimen by NAA with probe detection"
88604-4,"Human coronavirus HKU1 RNA [Presence] in Upper respiratory specimen by NAA with probe detection"
88605-1,"Human coronavirus OC43 RNA [Presence] in Lower respiratory specimen by NAA with probe detection"
88607-7,"Human coronavirus 229E RNA [Presence] in Aspirate by NAA with probe detection"
88608-5,"Human coronavirus 229E RNA [Presence] in Lower respiratory specimen by NAA with probe detection"
88609-3,"Human coronavirus 229E RNA [Presence] in Cornea or Conjunctiva by NAA with probe detection"
88610-1,"Human coronavirus 229E RNA [Presence] in Upper respiratory specimen by NAA with probe detection"
88611-9,"Human coronavirus HKU1 RNA [Presence] in Aspirate by NAA with probe detection"
88612-7,"Human coronavirus HKU1 RNA [Presence] in Cornea or Conjunctiva by NAA with probe detection"
88614-3,"Human coronavirus RNA [Presence] in Aspirate by NAA with probe detection"
88615-0,"Human coronavirus NL63 RNA [Presence] in Aspirate by NAA with probe detection"
88616-8,"Human coronavirus NL63 RNA [Presence] in Lower respiratory specimen by NAA with probe detection"
88617-6,"Human coronavirus NL63 RNA [Presence] in Cornea or Conjunctiva by NAA with probe detection"
88618-4,"Human coronavirus NL63 RNA [Presence] in Upper respiratory specimen by NAA with probe detection"
88619-2,"Human coronavirus OC43 RNA [Presence] in Aspirate by NAA with probe detection"
88620-0,"Human coronavirus RNA [Presence] in Lower respiratory specimen by NAA with probe detection"
88621-8,"Human coronavirus OC43 RNA [Presence] in Cornea or Conjunctiva by NAA with probe detection"
88626-7,"Human coronavirus OC43 RNA [Presence] in Upper respiratory specimen by NAA with probe detection"
88627-5,"Human coronavirus RNA [Presence] in Upper respiratory specimen by NAA with probe detection"
88628-3,"Human coronavirus RNA [Presence] in Cornea or Conjunctiva by NAA with probe detection"
88719-0,"Human coronavirus 229E+HKU1+NL63+OC43 RNA [Presence] in Nasopharynx by NAA with probe detection"
88891-7,"Human coronavirus 229E+HKU1+NL63+OC43 RNA [Presence] in Nasopharynx by NAA with non-probe detection"
92146-0,"Human coronavirus 229E+NL63 RNA [Presence] in Respiratory system specimen by NAA with probe detection"
92147-8,"Human coronavirus HKU1+OC43 RNA [Presence] in Respiratory system specimen by NAA with probe detection"
92876-2,"Human coronavirus 229E+HKU1+NL63+OC43 and Parainfluenza virus 1+2+3+4 RNA panel - Lower respiratory specimen by NAA with probe detection"
92877-0,"Human coronavirus 229E+HKU1+NL63+OC43 and Parainfluenza virus 1+2+3+4 RNA panel - Upper respiratory specimen by NAA with probe detection"
92878-8,"Human coronavirus 229E+HKU1+NL63+OC43 RNA [Presence] in Lower respiratory specimen by NAA with probe detection"
92879-6,"Human coronavirus 229E+HKU1+NL63+OC43 RNA [Presence] in Upper respiratory specimen by NAA with probe detection"
92979-4,"Human coronavirus RNA [Presence] in Lower respiratory specimen by NAA with non-probe detection"
94479-3,"Human coronavirus 229E RNA [Presence] in Lower respiratory specimen by NAA with non-probe detection"
94480-1,"Human coronavirus HKU1 RNA [Presence] in Lower respiratory specimen by NAA with non-probe detection"
94481-9,"Human coronavirus NL63 RNA [Presence] in Lower respiratory specimen by NAA with non-probe detection"
94482-7,"Human coronavirus OC43 RNA [Presence] in Lower respiratory specimen by NAA with non-probe detection"
100343-3,"Influenza virus B RNA [Presence] in Saliva (oral fluid) by NAA with probe detection"
100344-1,"Influenza virus A RNA [Presence] in Saliva (oral fluid) by NAA with probe detection"
100345-8,"Influenza virus A and B and SARS-CoV-2 (COVID-19) RNA panel - Specimen by NAA with probe detection"
100972-9,"Influenza virus A and Influenza virus B and SARS coronavirus 2 RNA panel - Nose by NAA with non-probe detection"
100973-7,"Influenza virus A RNA [Presence] in Nose by NAA with non-probe detection"
100974-5,"Influenza virus B RNA [Presence] in Nose by NAA with non-probe detection"
101292-1,"Influenza virus A RNA [Presence] in Throat by NAA with non-probe detection"
101293-9,"Influenza virus A H1 2009 pandemic RNA [Presence] in Throat by NAA with non-probe detection"
101294-7,"Influenza virus A H3 RNA [Presence] in Throat by NAA with non-probe detection"
101295-4,"Influenza virus B RNA [Presence] in Throat by NAA with non-probe detection"
